,Date String,Tournament,"Score(F,A)",Team Name,Opponent
496,March 29,Needle in a Ho-Stack 2025,"('13', '8')",Cedarville,South Carolina [B]
497,March 29,Needle in a Ho-Stack 2025,"('8', '10')",Cedarville,Wake Forest
498,March 29,Needle in a Ho-Stack 2025,"('3', '12')",Cedarville,Tennessee-Chattanooga
499,March 29,Needle in a Ho-Stack 2025,"('7', '9')",Cedarville,North Carolina [B]
500,March 30,Needle in a Ho-Stack 2025,"('5', '15')",Cedarville,North Carolina State [B]
501,March 30,Needle in a Ho-Stack 2025,"('11', '8')",Cedarville,Georgia College
502,March 30,Needle in a Ho-Stack 2025,"('11', '2')",Cedarville,South Carolina [B]
503,March 29,Needle in a Ho-Stack 2025,"('8', '13')",South Carolina [B],Cedarville
504,March 29,Needle in a Ho-Stack 2025,"('3', '13')",South Carolina [B],Tennessee-Chattanooga
505,March 29,Needle in a Ho-Stack 2025,"('5', '7')",South Carolina [B],Wake Forest
506,March 30,Needle in a Ho-Stack 2025,"('4', '15')",South Carolina [B],Embry-Riddle
507,March 30,Needle in a Ho-Stack 2025,"('9', '8')",South Carolina [B],Morehouse
508,March 30,Needle in a Ho-Stack 2025,"('2', '11')",South Carolina [B],Cedarville
509,March 29,Needle in a Ho-Stack 2025,"('13', '3')",Tennessee,Georgia Southern
510,March 29,Needle in a Ho-Stack 2025,"('11', '3')",Tennessee,North Carolina State [B]
511,March 29,Needle in a Ho-Stack 2025,"('13', '7')",Tennessee,East Carolina
512,March 30,Needle in a Ho-Stack 2025,"('15', '0')",Tennessee,East Tennessee State
513,March 30,Needle in a Ho-Stack 2025,"('12', '10')",Tennessee,Appalachian State
514,March 30,Needle in a Ho-Stack 2025,"('15', '8')",Tennessee,Tennessee-Chattanooga
515,March 29,Needle in a Ho-Stack 2025,"('8', '7')",East Carolina,North Carolina State [B]
516,March 29,Needle in a Ho-Stack 2025,"('12', '8')",East Carolina,Georgia Southern
517,March 29,Needle in a Ho-Stack 2025,"('7', '13')",East Carolina,Tennessee
518,March 29,Needle in a Ho-Stack 2025,"('10', '4')",East Carolina,Georgia [B]
519,March 30,Needle in a Ho-Stack 2025,"('11', '12')",East Carolina,Tennessee-Chattanooga
520,March 30,Needle in a Ho-Stack 2025,"('8', '11')",East Carolina,Georgia Southern
521,March 30,Needle in a Ho-Stack 2025,"('5', '11')",East Carolina,North Carolina [B]
522,March 23,Needle in a Ho-Stack 2025,"('10', '7')",Georgia Southern,Embry-Riddle
523,March 29,Needle in a Ho-Stack 2025,"('3', '13')",Georgia Southern,Tennessee
524,March 29,Needle in a Ho-Stack 2025,"('8', '12')",Georgia Southern,East Carolina
525,March 29,Needle in a Ho-Stack 2025,"('10', '9')",Georgia Southern,North Carolina State [B]
526,March 30,Needle in a Ho-Stack 2025,"('7', '15')",Georgia Southern,Charleston
527,March 30,Needle in a Ho-Stack 2025,"('11', '8')",Georgia Southern,East Carolina
528,March 30,Needle in a Ho-Stack 2025,"('15', '13')",Georgia Southern,East Tennessee State
529,March 29,Needle in a Ho-Stack 2025,"('7', '8')",North Carolina State [B],East Carolina
530,March 29,Needle in a Ho-Stack 2025,"('3', '11')",North Carolina State [B],Tennessee
531,March 29,Needle in a Ho-Stack 2025,"('9', '10')",North Carolina State [B],Georgia Southern
532,March 30,Needle in a Ho-Stack 2025,"('15', '5')",North Carolina State [B],Cedarville
533,March 30,Needle in a Ho-Stack 2025,"('13', '8')",North Carolina State [B],Wake Forest
534,March 30,Needle in a Ho-Stack 2025,"('10', '7')",North Carolina State [B],Georgia [B]
535,March 29,Needle in a Ho-Stack 2025,"('13', '3')",Appalachian State,Georgia [B]
536,March 29,Needle in a Ho-Stack 2025,"('13', '2')",Appalachian State,Georgia College
537,March 29,Needle in a Ho-Stack 2025,"('13', '6')",Appalachian State,Embry-Riddle
538,March 30,Needle in a Ho-Stack 2025,"('15', '10')",Appalachian State,North Carolina [B]
539,March 30,Needle in a Ho-Stack 2025,"('10', '12')",Appalachian State,Tennessee
540,March 30,Needle in a Ho-Stack 2025,"('15', '2')",Appalachian State,Charleston
541,March 23,Needle in a Ho-Stack 2025,"('7', '10')",Embry-Riddle,Georgia Southern
542,March 29,Needle in a Ho-Stack 2025,"('13', '6')",Embry-Riddle,Georgia College
543,March 29,Needle in a Ho-Stack 2025,"('11', '6')",Embry-Riddle,Georgia [B]
544,March 29,Needle in a Ho-Stack 2025,"('6', '13')",Embry-Riddle,Appalachian State
545,March 30,Needle in a Ho-Stack 2025,"('15', '4')",Embry-Riddle,South Carolina [B]
546,March 30,Needle in a Ho-Stack 2025,"('7', '13')",Embry-Riddle,Georgia [B]
547,March 29,Needle in a Ho-Stack 2025,"('3', '13')",Georgia [B],Appalachian State
548,March 29,Needle in a Ho-Stack 2025,"('6', '11')",Georgia [B],Embry-Riddle
549,March 29,Needle in a Ho-Stack 2025,"('13', '6')",Georgia [B],Georgia College
550,March 29,Needle in a Ho-Stack 2025,"('4', '10')",Georgia [B],East Carolina
551,March 30,Needle in a Ho-Stack 2025,"('11', '4')",Georgia [B],Morehouse
552,March 30,Needle in a Ho-Stack 2025,"('13', '7')",Georgia [B],Embry-Riddle
553,March 30,Needle in a Ho-Stack 2025,"('7', '10')",Georgia [B],North Carolina State [B]
554,March 29,Needle in a Ho-Stack 2025,"('6', '13')",Georgia College,Embry-Riddle
555,March 29,Needle in a Ho-Stack 2025,"('2', '13')",Georgia College,Appalachian State
556,March 29,Needle in a Ho-Stack 2025,"('6', '13')",Georgia College,Georgia [B]
557,March 30,Needle in a Ho-Stack 2025,"('9', '14')",Georgia College,Wake Forest
558,March 30,Needle in a Ho-Stack 2025,"('8', '11')",Georgia College,Cedarville
559,March 30,Needle in a Ho-Stack 2025,"('9', '7')",Georgia College,Morehouse
560,March 29,Needle in a Ho-Stack 2025,"('12', '8')",Charleston,North Carolina [B]
561,March 29,Needle in a Ho-Stack 2025,"('13', '2')",Charleston,Morehouse
562,March 29,Needle in a Ho-Stack 2025,"('13', '4')",Charleston,East Tennessee State
563,March 30,Needle in a Ho-Stack 2025,"('15', '7')",Charleston,Georgia Southern
564,March 30,Needle in a Ho-Stack 2025,"('6', '13')",Charleston,Tennessee-Chattanooga
565,March 30,Needle in a Ho-Stack 2025,"('2', '15')",Charleston,Appalachian State
566,March 29,Needle in a Ho-Stack 2025,"('8', '12')",North Carolina [B],Charleston
567,March 29,Needle in a Ho-Stack 2025,"('13', '8')",North Carolina [B],East Tennessee State
568,March 29,Needle in a Ho-Stack 2025,"('13', '0')",North Carolina [B],Morehouse
569,March 29,Needle in a Ho-Stack 2025,"('9', '7')",North Carolina [B],Cedarville
570,March 30,Needle in a Ho-Stack 2025,"('10', '15')",North Carolina [B],Appalachian State
571,March 30,Needle in a Ho-Stack 2025,"('11', '13')",North Carolina [B],East Tennessee State
572,March 30,Needle in a Ho-Stack 2025,"('11', '5')",North Carolina [B],East Carolina
573,March 29,Needle in a Ho-Stack 2025,"('13', '4')",East Tennessee State,Morehouse
574,March 29,Needle in a Ho-Stack 2025,"('8', '13')",East Tennessee State,North Carolina [B]
575,March 29,Needle in a Ho-Stack 2025,"('4', '13')",East Tennessee State,Charleston
576,March 29,Needle in a Ho-Stack 2025,"('15', '11')",East Tennessee State,Wake Forest
577,March 30,Needle in a Ho-Stack 2025,"('0', '15')",East Tennessee State,Tennessee
578,March 30,Needle in a Ho-Stack 2025,"('13', '11')",East Tennessee State,North Carolina [B]
579,March 30,Needle in a Ho-Stack 2025,"('13', '15')",East Tennessee State,Georgia Southern
580,March 29,Needle in a Ho-Stack 2025,"('4', '13')",Morehouse,East Tennessee State
581,March 29,Needle in a Ho-Stack 2025,"('2', '13')",Morehouse,Charleston
582,March 29,Needle in a Ho-Stack 2025,"('0', '13')",Morehouse,North Carolina [B]
583,March 30,Needle in a Ho-Stack 2025,"('4', '11')",Morehouse,Georgia [B]
584,March 30,Needle in a Ho-Stack 2025,"('8', '9')",Morehouse,South Carolina [B]
585,March 30,Needle in a Ho-Stack 2025,"('7', '9')",Morehouse,Georgia College
586,March 29,Northeast Classic 2025,"('11', '10')",Penn State [B],College of New Jersey
587,March 29,Northeast Classic 2025,"('13', '3')",Penn State [B],Army
588,March 29,Northeast Classic 2025,"('13', '4')",Penn State [B],SUNY-Cortland
589,March 29,Northeast Classic 2025,"('10', '8')",Penn State [B],Haverford
590,March 30,Northeast Classic 2025,"('13', '12')",Penn State [B],SUNY-Geneseo
591,March 30,Northeast Classic 2025,"('7', '13')",Penn State [B],Ithaca
592,March 30,Northeast Classic 2025,"('11', '13')",Penn State [B],Skidmore
593,March 29,Northeast Classic 2025,"('10', '11')",College of New Jersey,Penn State [B]
594,March 29,Northeast Classic 2025,"('11', '9')",College of New Jersey,Haverford
595,March 29,Northeast Classic 2025,"('13', '4')",College of New Jersey,Army
596,March 29,Northeast Classic 2025,"('13', '4')",College of New Jersey,SUNY-Cortland
597,March 30,Northeast Classic 2025,"('7', '11')",College of New Jersey,Vassar
598,March 30,Northeast Classic 2025,"('13', '7')",College of New Jersey,SUNY-Albany
599,March 30,Northeast Classic 2025,"('5', '13')",College of New Jersey,Haverford
600,March 29,Northeast Classic 2025,"('9', '11')",Haverford,College of New Jersey
601,March 29,Northeast Classic 2025,"('13', '6')",Haverford,SUNY-Cortland
602,March 29,Northeast Classic 2025,"('11', '6')",Haverford,Army
603,March 29,Northeast Classic 2025,"('8', '10')",Haverford,Penn State [B]
604,March 30,Northeast Classic 2025,"('13', '11')",Haverford,Vermont [C]
605,March 30,Northeast Classic 2025,"('7', '13')",Haverford,Ithaca
606,March 30,Northeast Classic 2025,"('12', '7')",Haverford,SUNY-Geneseo
607,March 30,Northeast Classic 2025,"('13', '5')",Haverford,College of New Jersey
608,March 29,Northeast Classic 2025,"('9', '7')",SUNY-Cortland,Army
609,March 29,Northeast Classic 2025,"('6', '13')",SUNY-Cortland,Haverford
610,March 29,Northeast Classic 2025,"('4', '13')",SUNY-Cortland,Penn State [B]
611,March 29,Northeast Classic 2025,"('4', '13')",SUNY-Cortland,College of New Jersey
612,March 30,Northeast Classic 2025,"('4', '13')",SUNY-Cortland,Skidmore
613,March 30,Northeast Classic 2025,"('10', '13')",SUNY-Cortland,Pennsylvania Western
614,March 29,Northeast Classic 2025,"('7', '9')",Army,SUNY-Cortland
615,March 29,Northeast Classic 2025,"('3', '13')",Army,Penn State [B]
616,March 29,Northeast Classic 2025,"('4', '13')",Army,College of New Jersey
617,March 29,Northeast Classic 2025,"('6', '11')",Army,Haverford
618,March 30,Northeast Classic 2025,"('6', '13')",Army,SUNY-Geneseo
619,March 30,Northeast Classic 2025,"('4', '11')",Army,Vermont [C]
620,March 29,Northeast Classic 2025,"('11', '8')",SUNY-Albany,SUNY-Geneseo
621,March 29,Northeast Classic 2025,"('8', '6')",SUNY-Albany,Vassar
622,March 29,Northeast Classic 2025,"('9', '8')",SUNY-Albany,Skidmore
623,March 29,Northeast Classic 2025,"('9', '7')",SUNY-Albany,Ithaca
624,March 30,Northeast Classic 2025,"('8', '12')",SUNY-Albany,Skidmore
