,Date String,Tournament,"Score(F,A)",Team Name,Opponent
2620,March 16,Men's Centex 2025,"('11', '14')",Illinois,Tufts
2621,March 16,Men's Centex 2025,"('15', '11')",Illinois,Colorado College
2622,March 16,Men's Centex 2025,"('9', '14')",Illinois,Utah Valley
2623,March 15,Men's Centex 2025,"('9', '8')",Colorado College,Arizona State
2624,March 15,Men's Centex 2025,"('8', '5')",Colorado College,Mississippi State
2625,March 15,Men's Centex 2025,"('4', '11')",Colorado College,Illinois
2626,March 15,Men's Centex 2025,"('10', '8')",Colorado College,Middlebury
2627,March 16,Men's Centex 2025,"('10', '15')",Colorado College,Chicago
2628,March 16,Men's Centex 2025,"('11', '15')",Colorado College,Illinois
2629,March 15,Men's Centex 2025,"('10', '11')",Mississippi State,Illinois
2630,March 15,Men's Centex 2025,"('5', '8')",Mississippi State,Colorado College
2631,March 15,Men's Centex 2025,"('9', '8')",Mississippi State,Arizona State
2632,March 15,Men's Centex 2025,"('6', '11')",Mississippi State,North Texas
2633,March 16,Men's Centex 2025,"('15', '10')",Mississippi State,Arkansas
2634,March 16,Men's Centex 2025,"('15', '11')",Mississippi State,Oklahoma State
2635,March 16,Men's Centex 2025,"('6', '15')",Mississippi State,Iowa
2636,March 15,Men's Centex 2025,"('8', '9')",Arizona State,Colorado College
2637,March 15,Men's Centex 2025,"('7', '9')",Arizona State,Illinois
2638,March 15,Men's Centex 2025,"('8', '9')",Arizona State,Mississippi State
2639,March 15,Men's Centex 2025,"('12', '4')",Arizona State,Tarleton State
2640,March 16,Men's Centex 2025,"('12', '15')",Arizona State,Dartmouth
2641,March 16,Men's Centex 2025,"('11', '15')",Arizona State,Iowa State
2642,March 16,Men's Centex 2025,"('13', '9')",Arizona State,North Texas
2643,March 15,Men's Centex 2025,"('12', '10')",Oklahoma Christian,Texas A&M
2644,March 15,Men's Centex 2025,"('12', '10')",Oklahoma Christian,Missouri
2645,March 15,Men's Centex 2025,"('11', '4')",Oklahoma Christian,Iowa
2646,March 15,Men's Centex 2025,"('8', '7')",Oklahoma Christian,Tulane
2647,March 16,Men's Centex 2025,"('11', '15')",Oklahoma Christian,Texas
2648,March 16,Men's Centex 2025,"('6', '15')",Oklahoma Christian,Utah Valley
2649,March 15,Men's Centex 2025,"('11', '10')",Missouri,Iowa
2650,March 15,Men's Centex 2025,"('10', '12')",Missouri,Oklahoma Christian
2651,March 15,Men's Centex 2025,"('11', '5')",Missouri,Texas A&M
2652,March 15,Men's Centex 2025,"('2', '13')",Missouri,Utah Valley
2653,March 16,Men's Centex 2025,"('15', '10')",Missouri,North Texas
2654,March 16,Men's Centex 2025,"('13', '14')",Missouri,Tulane
2655,March 16,Men's Centex 2025,"('3', '13')",Missouri,Middlebury
2656,March 15,Men's Centex 2025,"('10', '11')",Iowa,Missouri
2657,March 15,Men's Centex 2025,"('9', '7')",Iowa,Texas A&M
2658,March 15,Men's Centex 2025,"('4', '11')",Iowa,Oklahoma Christian
2659,March 15,Men's Centex 2025,"('7', '13')",Iowa,Iowa State
2660,March 16,Men's Centex 2025,"('15', '12')",Iowa,Harding
2661,March 16,Men's Centex 2025,"('15', '13')",Iowa,Texas A&M
2662,March 16,Men's Centex 2025,"('15', '6')",Iowa,Mississippi State
2663,March 15,Men's Centex 2025,"('10', '12')",Texas A&M,Oklahoma Christian
2664,March 15,Men's Centex 2025,"('7', '9')",Texas A&M,Iowa
2665,March 15,Men's Centex 2025,"('5', '11')",Texas A&M,Missouri
2666,March 15,Men's Centex 2025,"('1', '13')",Texas A&M,Colorado [B]
2667,March 16,Men's Centex 2025,"('14', '12')",Texas A&M,Boston College
2668,March 16,Men's Centex 2025,"('13', '15')",Texas A&M,Iowa
2669,March 16,Men's Centex 2025,"('12', '13')",Texas A&M,Oklahoma State
2670,March 15,Men's Centex 2025,"('11', '10')",Colorado [B],Texas-Dallas
2671,March 15,Men's Centex 2025,"('13', '6')",Colorado [B],Texas A&M [B]
2672,March 15,Men's Centex 2025,"('13', '3')",Colorado [B],Oklahoma State
2673,March 15,Men's Centex 2025,"('13', '1')",Colorado [B],Texas A&M
2674,March 16,Men's Centex 2025,"('12', '15')",Colorado [B],Tulane
2675,March 16,Men's Centex 2025,"('15', '10')",Colorado [B],North Texas
2676,March 16,Men's Centex 2025,"('3', '13')",Colorado [B],Iowa State
2677,March 15,Men's Centex 2025,"('13', '7')",Oklahoma State,Texas A&M [B]
2678,March 15,Men's Centex 2025,"('10', '9')",Oklahoma State,Texas-Dallas
2679,March 15,Men's Centex 2025,"('3', '13')",Oklahoma State,Colorado [B]
2680,March 15,Men's Centex 2025,"('12', '8')",Oklahoma State,Texas State
2681,March 16,Men's Centex 2025,"('15', '13')",Oklahoma State,Tarleton State
2682,March 16,Men's Centex 2025,"('11', '15')",Oklahoma State,Mississippi State
2683,March 16,Men's Centex 2025,"('13', '12')",Oklahoma State,Texas A&M
2684,March 15,Men's Centex 2025,"('10', '11')",Texas-Dallas,Colorado [B]
2685,March 15,Men's Centex 2025,"('9', '10')",Texas-Dallas,Oklahoma State
2686,March 15,Men's Centex 2025,"('11', '6')",Texas-Dallas,Texas A&M [B]
2687,March 15,Men's Centex 2025,"('8', '9')",Texas-Dallas,Arkansas
2688,March 16,Men's Centex 2025,"('15', '13')",Texas-Dallas,Texas [B]
2689,March 16,Men's Centex 2025,"('11', '15')",Texas-Dallas,Baylor
2690,March 16,Men's Centex 2025,"('7', '11')",Texas-Dallas,Trinity
2691,March 15,Men's Centex 2025,"('7', '13')",Texas A&M [B],Oklahoma State
2692,March 15,Men's Centex 2025,"('6', '13')",Texas A&M [B],Colorado [B]
2693,March 15,Men's Centex 2025,"('6', '11')",Texas A&M [B],Texas-Dallas
2694,March 15,Men's Centex 2025,"('9', '11')",Texas A&M [B],Texas [B]
2695,March 16,Men's Centex 2025,"('11', '15')",Texas A&M [B],Baylor
2696,March 16,Men's Centex 2025,"('13', '15')",Texas A&M [B],Texas [B]
2697,March 15,Men's Centex 2025,"('11', '10')",Tarleton State,Boston College
2698,March 15,Men's Centex 2025,"('11', '10')",Tarleton State,Baylor
2699,March 15,Men's Centex 2025,"('7', '13')",Tarleton State,Texas [B]
2700,March 15,Men's Centex 2025,"('4', '12')",Tarleton State,Arizona State
2701,March 16,Men's Centex 2025,"('13', '15')",Tarleton State,Oklahoma State
2702,March 16,Men's Centex 2025,"('8', '15')",Tarleton State,Arkansas
2703,March 16,Men's Centex 2025,"('13', '15')",Tarleton State,Harding
2704,March 15,Men's Centex 2025,"('10', '11')",Boston College,Tarleton State
2705,March 15,Men's Centex 2025,"('12', '2')",Boston College,Texas [B]
2706,March 15,Men's Centex 2025,"('11', '5')",Boston College,Baylor
2707,March 15,Men's Centex 2025,"('13', '3')",Boston College,Trinity
2708,March 16,Men's Centex 2025,"('12', '14')",Boston College,Texas A&M
2709,March 16,Men's Centex 2025,"('15', '5')",Boston College,Harding
2710,March 16,Men's Centex 2025,"('15', '10')",Boston College,Arkansas
2711,March 15,Men's Centex 2025,"('12', '9')",Baylor,Texas [B]
2712,March 15,Men's Centex 2025,"('10', '11')",Baylor,Tarleton State
2713,March 15,Men's Centex 2025,"('5', '11')",Baylor,Boston College
2714,March 15,Men's Centex 2025,"('5', '13')",Baylor,Harding
2715,March 16,Men's Centex 2025,"('15', '11')",Baylor,Texas A&M [B]
2716,March 16,Men's Centex 2025,"('15', '11')",Baylor,Texas-Dallas
2717,March 16,Men's Centex 2025,"('14', '9')",Baylor,Texas State
2718,March 15,Men's Centex 2025,"('9', '12')",Texas [B],Baylor
2719,March 15,Men's Centex 2025,"('2', '12')",Texas [B],Boston College
2720,March 15,Men's Centex 2025,"('13', '7')",Texas [B],Tarleton State
2721,March 15,Men's Centex 2025,"('11', '9')",Texas [B],Texas A&M [B]
2722,March 16,Men's Centex 2025,"('13', '15')",Texas [B],Texas-Dallas
2723,March 16,Men's Centex 2025,"('15', '13')",Texas [B],Texas A&M [B]
2724,March 15,Men's Centex 2025,"('13', '4')",Iowa State,Harding
2725,March 15,Men's Centex 2025,"('13', '0')",Iowa State,Trinity
2726,March 15,Men's Centex 2025,"('13', '8')",Iowa State,North Texas
2727,March 15,Men's Centex 2025,"('13', '7')",Iowa State,Iowa
2728,March 16,Men's Centex 2025,"('12', '15')",Iowa State,Middlebury
2729,March 16,Men's Centex 2025,"('15', '11')",Iowa State,Arizona State
2730,March 16,Men's Centex 2025,"('13', '3')",Iowa State,Colorado [B]
2731,March 15,Men's Centex 2025,"('4', '13')",Harding,Iowa State
2732,March 15,Men's Centex 2025,"('9', '8')",Harding,Texas State
2733,March 15,Men's Centex 2025,"('9', '8')",Harding,Trinity
2734,March 15,Men's Centex 2025,"('13', '5')",Harding,Baylor
2735,March 16,Men's Centex 2025,"('12', '15')",Harding,Iowa
2736,March 16,Men's Centex 2025,"('5', '15')",Harding,Boston College
2737,March 16,Men's Centex 2025,"('15', '13')",Harding,Tarleton State
2738,March 15,Men's Centex 2025,"('8', '9')",Trinity,Arkansas
2739,March 15,Men's Centex 2025,"('0', '13')",Trinity,Iowa State
2740,March 15,Men's Centex 2025,"('8', '9')",Trinity,Harding
2741,March 15,Men's Centex 2025,"('3', '13')",Trinity,Boston College
2742,March 16,Men's Centex 2025,"('13', '15')",Trinity,Texas State
2743,March 16,Men's Centex 2025,"('11', '7')",Trinity,Texas-Dallas
2744,March 15,Men's Centex 2025,"('11', '7')",North Texas,Texas State
2745,March 15,Men's Centex 2025,"('13', '5')",North Texas,Arkansas
2746,March 15,Men's Centex 2025,"('8', '13')",North Texas,Iowa State
2747,March 15,Men's Centex 2025,"('11', '6')",North Texas,Mississippi State
2748,March 16,Men's Centex 2025,"('10', '15')",North Texas,Missouri
2749,March 16,Men's Centex 2025,"('10', '15')",North Texas,Colorado [B]
2750,March 16,Men's Centex 2025,"('9', '13')",North Texas,Arizona State
2751,March 15,Men's Centex 2025,"('9', '8')",Arkansas,Trinity
2752,March 15,Men's Centex 2025,"('5', '13')",Arkansas,North Texas
2753,March 15,Men's Centex 2025,"('10', '5')",Arkansas,Texas State
2754,March 15,Men's Centex 2025,"('9', '8')",Arkansas,Texas-Dallas
2755,March 16,Men's Centex 2025,"('10', '15')",Arkansas,Mississippi State
2756,March 16,Men's Centex 2025,"('15', '8')",Arkansas,Tarleton State
2757,March 16,Men's Centex 2025,"('10', '15')",Arkansas,Boston College
2758,March 15,Men's Centex 2025,"('7', '11')",Texas State,North Texas
2759,March 15,Men's Centex 2025,"('8', '9')",Texas State,Harding
2760,March 15,Men's Centex 2025,"('5', '10')",Texas State,Arkansas
2761,March 15,Men's Centex 2025,"('8', '12')",Texas State,Oklahoma State
2762,March 16,Men's Centex 2025,"('15', '13')",Texas State,Trinity
2763,March 16,Men's Centex 2025,"('9', '14')",Texas State,Baylor
2764,March 15,Palouse Open 2025,"('13', '8')",Washington State,Whitworth
2765,March 15,Palouse Open 2025,"('13', '12')",Washington State,Heartbreak
2766,March 15,Palouse Open 2025,"('13', '5')",Washington State,Central Washington
2767,March 16,Palouse Open 2025,"('8', '13')",Washington State,Whitworth
2768,March 15,Palouse Open 2025,"('8', '13')",Whitworth,Washington State
2769,March 15,Palouse Open 2025,"('13', '8')",Whitworth,Central Washington
2770,March 15,Palouse Open 2025,"('13', '12')",Whitworth,Heartbreak
2771,March 16,Palouse Open 2025,"('13', '8')",Whitworth,Central Washington
2772,March 16,Palouse Open 2025,"('13', '8')",Whitworth,Washington State
2773,March 15,Palouse Open 2025,"('13', '12')",Central Washington,Heartbreak
2774,March 15,Palouse Open 2025,"('8', '13')",Central Washington,Whitworth
2775,March 15,Palouse Open 2025,"('5', '13')",Central Washington,Washington State
2776,March 16,Palouse Open 2025,"('8', '13')",Central Washington,Whitworth
2777,March 15,Palouse Open 2025,"('12', '13')",Heartbreak,Central Washington
2778,March 15,Palouse Open 2025,"('12', '13')",Heartbreak,Washington State
2779,March 15,Palouse Open 2025,"('12', '13')",Heartbreak,Whitworth
2780,March 15,Southerns 2025,"('13', '5')",Charleston,Georgia College
2781,March 15,Southerns 2025,"('13', '4')",Charleston,Georgia Southern
2782,March 15,Southerns 2025,"('10', '3')",Charleston,Georgia Tech [B]
2783,March 15,Southerns 2025,"('9', '5')",Charleston,Georgia [B]
2784,March 15,Southerns 2025,"('15', '5')",Charleston,Georgia Southern
2785,March 15,Southerns 2025,"('12', '5')",Georgia Tech [B],Georgia Southern
2786,March 15,Southerns 2025,"('8', '6')",Georgia Tech [B],Georgia [B]
2787,March 15,Southerns 2025,"('10', '6')",Georgia Tech [B],Georgia College
2788,March 15,Southerns 2025,"('3', '10')",Georgia Tech [B],Charleston
2789,March 15,Southerns 2025,"('9', '5')",Georgia Tech [B],Georgia [B]
2790,March 15,Southerns 2025,"('6', '8')",Georgia [B],Georgia Tech [B]
2791,March 15,Southerns 2025,"('10', '8')",Georgia [B],Georgia Southern
2792,March 15,Southerns 2025,"('8', '5')",Georgia [B],Georgia College
2793,March 15,Southerns 2025,"('5', '9')",Georgia [B],Charleston
2794,March 15,Southerns 2025,"('5', '9')",Georgia [B],Georgia Tech [B]
2795,March 15,Southerns 2025,"('5', '12')",Georgia Southern,Georgia Tech [B]
2796,March 15,Southerns 2025,"('4', '13')",Georgia Southern,Charleston
2797,March 15,Southerns 2025,"('8', '10')",Georgia Southern,Georgia [B]
2798,March 15,Southerns 2025,"('12', '4')",Georgia Southern,Georgia College
2799,March 15,Southerns 2025,"('13', '6')",Georgia Southern,Georgia College
2800,March 15,Southerns 2025,"('5', '15')",Georgia Southern,Charleston
2801,March 15,Southerns 2025,"('5', '13')",Georgia College,Charleston
2802,March 15,Southerns 2025,"('6', '10')",Georgia College,Georgia Tech [B]
2803,March 15,Southerns 2025,"('5', '8')",Georgia College,Georgia [B]
2804,March 15,Southerns 2025,"('4', '12')",Georgia College,Georgia Southern
2805,March 15,Southerns 2025,"('6', '13')",Georgia College,Georgia Southern
2806,March 15,Tally Classic XIX,"('10', '13')",South Florida,Clemson
2807,March 15,Tally Classic XIX,"('15', '7')",South Florida,North Florida
2808,March 15,Tally Classic XIX,"('9', '6')",South Florida,Kennesaw State
2809,March 15,Tally Classic XIX,"('8', '15')",Kennesaw State,LSU
2810,March 15,Tally Classic XIX,"('6', '9')",Kennesaw State,South Florida
2811,March 15,Tally Classic XIX,"('8', '7')",Kennesaw State,North Florida
2812,March 15,Tally Classic XIX,"('7', '15')",North Florida,Auburn
2813,March 15,Tally Classic XIX,"('7', '15')",North Florida,South Florida
2814,March 15,Tally Classic XIX,"('7', '8')",North Florida,Kennesaw State
2815,March 15,Tally Classic XIX,"('14', '15')",Berry,Georgia State
2816,March 15,Tally Classic XIX,"('15', '9')",Berry,Harvard
2817,March 15,Tally Classic XIX,"('11', '10')",Berry,Minnesota-Duluth
2818,March 15,Tally Classic XIX,"('11', '15')",Harvard,Florida State
2819,March 15,Tally Classic XIX,"('12', '10')",Harvard,Minnesota-Duluth
2820,March 15,Tally Classic XIX,"('9', '15')",Harvard,Berry
2821,March 15,Tally Classic XIX,"('13', '15')",Minnesota-Duluth,Central Florida
2822,March 15,Tally Classic XIX,"('10', '12')",Minnesota-Duluth,Harvard
2823,March 15,Tally Classic XIX,"('10', '11')",Minnesota-Duluth,Berry
2824,March 15,Tally Classic XIX,"('11', '5')",Florida Tech,Florida [B]
2825,March 15,Tally Classic XIX,"('11', '6')",Florida Tech,Jacksonville State
2826,March 15,Tally Classic XIX,"('11', '0')",Florida Tech,South Florida [B]
2827,March 15,Tally Classic XIX,"('11', '2')",Florida Tech,Nova Southeastern
2828,March 15,Tally Classic XIX,"('5', '11')",Florida [B],Florida Tech
2829,March 15,Tally Classic XIX,"('8', '1')",Florida [B],South Florida [B]
2830,March 15,Tally Classic XIX,"('6', '4')",Florida [B],Harvard [B]
2831,March 15,Tally Classic XIX,"('7', '6')",Florida [B],Jacksonville State
2832,March 15,Tally Classic XIX,"('7', '6')",Florida [B],Nova Southeastern
2833,March 15,Tally Classic XIX,"('11', '2')",Jacksonville State,Harvard [B]
2834,March 15,Tally Classic XIX,"('6', '11')",Jacksonville State,Florida Tech
2835,March 15,Tally Classic XIX,"('9', '4')",Jacksonville State,Nova Southeastern
2836,March 15,Tally Classic XIX,"('6', '7')",Jacksonville State,Florida [B]
2837,March 15,Tally Classic XIX,"('7', '6')",Nova Southeastern,South Florida [B]
2838,March 15,Tally Classic XIX,"('9', '8')",Nova Southeastern,Harvard [B]
2839,March 15,Tally Classic XIX,"('4', '9')",Nova Southeastern,Jacksonville State
2840,March 15,Tally Classic XIX,"('2', '11')",Nova Southeastern,Florida Tech
2841,March 15,Tally Classic XIX,"('6', '7')",Nova Southeastern,Florida [B]
2842,March 15,Tally Classic XIX,"('2', '11')",Harvard [B],Jacksonville State
2843,March 15,Tally Classic XIX,"('8', '9')",Harvard [B],Nova Southeastern
2844,March 15,Tally Classic XIX,"('4', '6')",Harvard [B],Florida [B]
2845,March 15,Tally Classic XIX,"('7', '6')",Harvard [B],South Florida [B]
2846,March 15,Tally Classic XIX,"('6', '7')",South Florida [B],Nova Southeastern
2847,March 15,Tally Classic XIX,"('1', '8')",South Florida [B],Florida [B]
2848,March 15,Tally Classic XIX,"('0', '11')",South Florida [B],Florida Tech
2849,March 15,Tally Classic XIX,"('6', '7')",South Florida [B],Harvard [B]
2850,March 08,First State Invite,"('13', '6')",Delaware,Salisbury
2851,March 08,First State Invite,"('13', '6')",Delaware,Maryland-Baltimore County
2852,March 08,First State Invite,"('13', '2')",Delaware,College of New Jersey
2853,March 08,First State Invite,"('13', '4')",Delaware,Salisbury
2854,March 08,First State Invite,"('6', '13')",Salisbury,Delaware
2855,March 08,First State Invite,"('9', '7')",Salisbury,College of New Jersey
2856,March 08,First State Invite,"('10', '8')",Salisbury,Maryland-Baltimore County
2857,March 08,First State Invite,"('4', '13')",Salisbury,Delaware
2858,March 08,First State Invite,"('13', '2')",College of New Jersey,Maryland-Baltimore County
2859,March 08,First State Invite,"('7', '9')",College of New Jersey,Salisbury
2860,March 08,First State Invite,"('2', '13')",College of New Jersey,Delaware
2861,March 08,First State Invite,"('2', '13')",Maryland-Baltimore County,College of New Jersey
2862,March 08,First State Invite,"('6', '13')",Maryland-Baltimore County,Delaware
2863,March 08,First State Invite,"('8', '10')",Maryland-Baltimore County,Salisbury
2864,March 08,Stanford Invite 2025-Men's,"('13', '5')",Cal Poly-SLO,British Columbia [B]
2865,March 08,Stanford Invite 2025-Men's,"('13', '11')",Cal Poly-SLO,Whitman
2866,March 08,Stanford Invite 2025-Men's,"('13', '9')",Cal Poly-SLO,California-San Diego
2867,March 09,Stanford Invite 2025-Men's,"('13', '8')",Cal Poly-SLO,California
2868,March 09,Stanford Invite 2025-Men's,"('10', '13')",Cal Poly-SLO,California-Santa Cruz
2869,March 09,Stanford Invite 2025-Men's,"('12', '11')",Cal Poly-SLO,British Columbia
2870,March 08,Stanford Invite 2025-Men's,"('13', '9')",Whitman,California-San Diego
2871,March 08,Stanford Invite 2025-Men's,"('11', '13')",Whitman,Cal Poly-SLO
2872,March 08,Stanford Invite 2025-Men's,"('13', '10')",Whitman,British Columbia [B]
2873,March 08,Stanford Invite 2025-Men's,"('9', '13')",Whitman,Virginia Tech
2874,March 09,Stanford Invite 2025-Men's,"('13', '6')",Whitman,Santa Clara
2875,March 09,Stanford Invite 2025-Men's,"('10', '13')",Whitman,California-Santa Barbara
2876,March 08,Stanford Invite 2025-Men's,"('9', '13')",California-San Diego,Whitman
2877,March 08,Stanford Invite 2025-Men's,"('13', '9')",California-San Diego,British Columbia [B]
2878,March 08,Stanford Invite 2025-Men's,"('9', '13')",California-San Diego,Cal Poly-SLO
2879,March 08,Stanford Invite 2025-Men's,"('12', '9')",California-San Diego,Southern California
2880,March 09,Stanford Invite 2025-Men's,"('9', '13')",California-San Diego,Western Washington
2881,March 09,Stanford Invite 2025-Men's,"('11', '10')",California-San Diego,Stanford
2882,March 09,Stanford Invite 2025-Men's,"('8', '12')",California-San Diego,California
2883,March 08,Stanford Invite 2025-Men's,"('5', '13')",British Columbia  [B],Cal Poly-SLO
2884,March 08,Stanford Invite 2025-Men's,"('9', '13')",British Columbia  [B],California-San Diego
2885,March 08,Stanford Invite 2025-Men's,"('10', '13')",British Columbia  [B],Whitman
2886,March 09,Stanford Invite 2025-Men's,"('7', '13')",British Columbia  [B],UCLA
2887,March 09,Stanford Invite 2025-Men's,"('10', '13')",British Columbia  [B],Wisconsin-Milwaukee
2888,March 08,Stanford Invite 2025-Men's,"('11', '10')",Western Washington,California-Santa Barbara
2889,March 08,Stanford Invite 2025-Men's,"('13', '4')",Western Washington,Wisconsin-Milwaukee
2890,March 08,Stanford Invite 2025-Men's,"('11', '10')",Western Washington,California
2891,March 09,Stanford Invite 2025-Men's,"('13', '9')",Western Washington,California-San Diego
2892,March 09,Stanford Invite 2025-Men's,"('11', '10')",Western Washington,British Columbia
2893,March 09,Stanford Invite 2025-Men's,"('11', '13')",Western Washington,California-Santa Cruz
2894,March 08,Stanford Invite 2025-Men's,"('13', '5')",California,Wisconsin-Milwaukee
2895,March 08,Stanford Invite 2025-Men's,"('13', '8')",California,California-Santa Barbara
2896,March 08,Stanford Invite 2025-Men's,"('10', '11')",California,Western Washington
2897,March 08,Stanford Invite 2025-Men's,"('13', '6')",California,Santa Clara
2898,March 09,Stanford Invite 2025-Men's,"('8', '13')",California,Cal Poly-SLO
2899,March 09,Stanford Invite 2025-Men's,"('10', '9')",California,Virginia Tech
2900,March 09,Stanford Invite 2025-Men's,"('12', '8')",California,California-San Diego
2901,March 08,Stanford Invite 2025-Men's,"('10', '11')",California-Santa Barbara,Western Washington
2902,March 08,Stanford Invite 2025-Men's,"('8', '13')",California-Santa Barbara,California
2903,March 08,Stanford Invite 2025-Men's,"('13', '5')",California-Santa Barbara,Wisconsin-Milwaukee
2904,March 08,Stanford Invite 2025-Men's,"('12', '13')",California-Santa Barbara,Stanford
2905,March 09,Stanford Invite 2025-Men's,"('13', '10')",California-Santa Barbara,Southern California
2906,March 09,Stanford Invite 2025-Men's,"('13', '10')",California-Santa Barbara,Whitman
2907,March 08,Stanford Invite 2025-Men's,"('5', '13')",Wisconsin-Milwaukee,California
2908,March 08,Stanford Invite 2025-Men's,"('4', '13')",Wisconsin-Milwaukee,Western Washington
2909,March 08,Stanford Invite 2025-Men's,"('5', '13')",Wisconsin-Milwaukee,California-Santa Barbara
2910,March 09,Stanford Invite 2025-Men's,"('12', '13')",Wisconsin-Milwaukee,Northwestern
2911,March 09,Stanford Invite 2025-Men's,"('13', '10')",Wisconsin-Milwaukee,British Columbia [B]
2912,March 08,Stanford Invite 2025-Men's,"('13', '3')",British Columbia,Northwestern
2913,March 08,Stanford Invite 2025-Men's,"('13', '2')",British Columbia,Santa Clara
2914,March 08,Stanford Invite 2025-Men's,"('12', '9')",British Columbia,Stanford
2915,March 09,Stanford Invite 2025-Men's,"('13', '8')",British Columbia,Virginia Tech
2916,March 09,Stanford Invite 2025-Men's,"('10', '11')",British Columbia,Western Washington
2917,March 09,Stanford Invite 2025-Men's,"('11', '12')",British Columbia,Cal Poly-SLO
2918,March 08,Stanford Invite 2025-Men's,"('13', '6')",Stanford,Santa Clara
2919,March 08,Stanford Invite 2025-Men's,"('13', '8')",Stanford,Northwestern
2920,March 08,Stanford Invite 2025-Men's,"('9', '12')",Stanford,British Columbia
2921,March 08,Stanford Invite 2025-Men's,"('13', '12')",Stanford,California-Santa Barbara
2922,March 09,Stanford Invite 2025-Men's,"('6', '13')",Stanford,California-Santa Cruz
2923,March 09,Stanford Invite 2025-Men's,"('10', '11')",Stanford,California-San Diego
2924,March 09,Stanford Invite 2025-Men's,"('9', '7')",Stanford,Virginia Tech
2925,March 08,Stanford Invite 2025-Men's,"('6', '13')",Santa Clara,Stanford
2926,March 08,Stanford Invite 2025-Men's,"('2', '13')",Santa Clara,British Columbia
2927,March 08,Stanford Invite 2025-Men's,"('10', '9')",Santa Clara,Northwestern
2928,March 08,Stanford Invite 2025-Men's,"('6', '13')",Santa Clara,California
2929,March 09,Stanford Invite 2025-Men's,"('6', '13')",Santa Clara,Whitman
2930,March 09,Stanford Invite 2025-Men's,"('7', '12')",Santa Clara,Southern California
2931,March 08,Stanford Invite 2025-Men's,"('3', '13')",Northwestern,British Columbia
2932,March 08,Stanford Invite 2025-Men's,"('8', '13')",Northwestern,Stanford
2933,March 08,Stanford Invite 2025-Men's,"('9', '10')",Northwestern,Santa Clara
2934,March 09,Stanford Invite 2025-Men's,"('13', '12')",Northwestern,Wisconsin-Milwaukee
2935,March 09,Stanford Invite 2025-Men's,"('9', '13')",Northwestern,UCLA
2936,March 08,Stanford Invite 2025-Men's,"('13', '7')",California-Santa Cruz,UCLA
2937,March 08,Stanford Invite 2025-Men's,"('13', '6')",California-Santa Cruz,Southern California
2938,March 08,Stanford Invite 2025-Men's,"('13', '7')",California-Santa Cruz,Virginia Tech
2939,March 09,Stanford Invite 2025-Men's,"('13', '6')",California-Santa Cruz,Stanford
2940,March 09,Stanford Invite 2025-Men's,"('13', '10')",California-Santa Cruz,Cal Poly-SLO
2941,March 09,Stanford Invite 2025-Men's,"('13', '11')",California-Santa Cruz,Western Washington
2942,March 08,Stanford Invite 2025-Men's,"('11', '12')",Southern California,Virginia Tech
2943,March 08,Stanford Invite 2025-Men's,"('6', '13')",Southern California,California-Santa Cruz
2944,March 08,Stanford Invite 2025-Men's,"('13', '8')",Southern California,UCLA
2945,March 08,Stanford Invite 2025-Men's,"('9', '12')",Southern California,California-San Diego
2946,March 09,Stanford Invite 2025-Men's,"('10', '13')",Southern California,California-Santa Barbara
2947,March 09,Stanford Invite 2025-Men's,"('12', '7')",Southern California,Santa Clara
2948,March 08,Stanford Invite 2025-Men's,"('12', '11')",Virginia Tech,Southern California
2949,March 08,Stanford Invite 2025-Men's,"('9', '10')",Virginia Tech,UCLA
2950,March 08,Stanford Invite 2025-Men's,"('7', '13')",Virginia Tech,California-Santa Cruz
2951,March 08,Stanford Invite 2025-Men's,"('13', '9')",Virginia Tech,Whitman
2952,March 09,Stanford Invite 2025-Men's,"('8', '13')",Virginia Tech,British Columbia
2953,March 09,Stanford Invite 2025-Men's,"('9', '10')",Virginia Tech,California
2954,March 09,Stanford Invite 2025-Men's,"('7', '9')",Virginia Tech,Stanford
2955,March 08,Stanford Invite 2025-Men's,"('7', '13')",UCLA,California-Santa Cruz
2956,March 08,Stanford Invite 2025-Men's,"('10', '9')",UCLA,Virginia Tech
2957,March 08,Stanford Invite 2025-Men's,"('8', '13')",UCLA,Southern California
2958,March 09,Stanford Invite 2025-Men's,"('13', '7')",UCLA,British Columbia [B]
2959,March 09,Stanford Invite 2025-Men's,"('13', '9')",UCLA,Northwestern
2960,March 01,Florida Warm Up 2025-Weekend 2,"('13', '4')",Ave Maria,Miami (Florida)
2961,March 01,Florida Warm Up 2025-Weekend 2,"('13', '0')",Ave Maria,Florida [B]
2962,March 02,Florida Warm Up 2025-Weekend 2,"('13', '4')",Ave Maria,Ave Maria [B]
2963,March 02,Florida Warm Up 2025-Weekend 2,"('13', '0')",Ave Maria,South Florida [B]
2964,March 02,Florida Warm Up 2025-Weekend 2,"('13', '1')",Ave Maria,Ave Maria [B]
2965,March 01,Florida Warm Up 2025-Weekend 2,"('13', '4')",Ave Maria [B],South Florida [B]
2966,March 01,Florida Warm Up 2025-Weekend 2,"('11', '10')",Ave Maria [B],Miami (Florida)
2967,March 02,Florida Warm Up 2025-Weekend 2,"('4', '13')",Ave Maria [B],Ave Maria
2968,March 02,Florida Warm Up 2025-Weekend 2,"('10', '7')",Ave Maria [B],Florida [B]
2969,March 02,Florida Warm Up 2025-Weekend 2,"('1', '13')",Ave Maria [B],Ave Maria
